topic,tweet,tokenized tweet,R1,R2,R3,R4,R5,R1-1-1,R2-1-2,R3-2-1,R4-2-2,R5-3-1,R6-3-2,R7-3-3,R8-4-1,R9-4-2,R10-5-1,R11-5-2,R12-5-3,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12
Capitol Hill Riot,"Billionaire Ken Langone called the Capitol Hill riot a ""disgrace"" & urged America to rally behind President Joe Biden. We need to keep hearing from the wealthy in support of Trump removal & cutting ties with all Trump Org.
#ONEV1 
#FreshVoices 
#DemVoice1","Billionaire Ken Langone called the Capitol Hill riot a "" disgrace "" & urged America to rally behind President Joe Biden . We need to keep hearing from the wealthy in support of Trump removal & cutting ties with all Trump Org . #ONEV1 #FreshVoices #DemVoice1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
Capitol Hill Riot,"Fuck the Police.

Fuck Donald Trump 

Fuck the terrorists at Capitol Hill. 

Black Lives Matter. 

Don’t inquire about bookings if you don’t agree- MV",Fuck the Police . Fuck Donald Trump Fuck the terrorists at Capitol Hill . Black Lives Matter . Don ’ t inquire about bookings if you don ’ t agree - MV,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1
Capitol Hill Riot,Let’s not forget: a year ago Republicans launched a political stunt by storming the secure SCIF room to disrupt a deposition into the impeachment inquiry hearing for Trump. January 6th Republicans repeated the act after the attack on Capitol Hill by objecting to the vote,Let ’ s not forget : a year ago Republicans launched a political stunt by storming the secure SCIF room to disrupt a deposition into the impeachment inquiry hearing for Trump . January 6th Republicans repeated the act after the attack on Capitol Hill by objecting to the vote,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
Capitol Hill Riot,"Mexico will be delivering a check to pay for the wall tomorrow. In the afternoon, Trump will send his health reform plan to Capitol Hill.","Mexico will be delivering a check to pay for the wall tomorrow . In the afternoon , Trump will send his health reform plan to Capitol Hill .",0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,-1,-1,-1,0,-1,-1,-1,2,-1,-1,-1,-1
Capitol Hill Riot,"“we look at whether Trump has a good argument against the charge he incited a riot on Capitol Hill, and whether or not it’s constitutional to impeach someone after they leave office”. MUST LISTEN","“ we look at whether Trump has a good argument against the charge he incited a riot on Capitol Hill , and whether or not it ’ s constitutional to impeach someone after they leave office ” . MUST LISTEN",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
George Floyd,"Why can we still not breathe?

It is disrespectful to kneel, they said. But they knelt on his neck.

Why is it so difficult to live as a black person in this country?

We cannot be read our rights. We cannot go birding. We cannot go for a run. We cannot do anything.

#GeorgeFloyd","Why can we still not breathe ? It is disrespectful to kneel , they said . But they knelt on his neck . Why is it so difficult to live as a black person in this country ? We cannot be read our rights . We cannot go birding . We cannot go for a run . We cannot do anything . #GeorgeFloyd",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2
George Floyd,"What’s happening in Minneapolis and around the nation is more than the language of the unheard that #MLK so eloquently described. #MalcolmX characterized America as a racial powder keg, waiting to be lit by brutal acts of racist violence against black bodies. #GeorgeFloyd","What ’ s happening in Minneapolis and around the nation is more than the language of the unheard that #MLK so eloquently described . #MalcolmX characterized America as a racial powder keg , waiting to be lit by brutal acts of racist violence against black bodies . #GeorgeFloyd",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2
George Floyd,I was hit with multiple batons by the Detroit Police Department today during our peaceful protest. Video on last tweet. #nojusticenopeace #detroitwillbreathe #georgefloyd #breonnataylor #protest #march #detroit #michigan #riseupfightback #activist #policebrutality,I was hit with multiple batons by the Detroit Police Department today during our peaceful protest . Video on last tweet . #nojusticenopeace #detroitwillbreathe #georgefloyd #breonnataylor #protest #march #detroit #michigan #riseupfightback #activist #policebrutality,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,-1
George Floyd,"Thousands take the streets at a rally in front of #Minneapolis Police union hq demanding Bob Kroll (union head) resign.

#GeorgeFloyd #minneapolisuprising",Thousands take the streets at a rally in front of #Minneapolis Police union hq demanding Bob Kroll ( union head ) resign . #GeorgeFloyd #minneapolisuprising,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
George Floyd,"""This is just like what happened to the man(#GeorgeFloyd)in America"" Observes kiriti Roy-Secretary of (MASUM) HR organization which has put out a statement condemning sahinur's Murder.
Every1 is still silent on this murder just because victim is a Muslim.
#JusticeForSahinurHaque",""" This is just like what happened to the man ( #GeorgeFloyd ) in America "" Observes kiriti Roy-Secretary of ( MASUM ) HR organization which has put out a statement condemning sahinur's Murder . Every 1 is still silent on this murder just because victim is a Muslim . #JusticeForSahinurHaque",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
