topic,tweet,tokenized tweet,R1,R2,R3,R4,R5,R1-1-1,R2-1-2,R3-2-1,R4-2-2,R5-3-1,R6-3-2,R7-3-3,R8-4-1,R9-4-2,R10-5-1,R11-5-2,R12-5-3,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12
Capitol Hill Riot,"""Capitol Hill Police Officer Sicknick [a strong Trump supporter], who died, was fine on the night of the Capitol Hill riot"" « JoNova",""" Capitol Hill Police Officer Sicknick [ a strong Trump supporter ] , who died , was fine on the night of the Capitol Hill riot "" « JoNova",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1
Capitol Hill Riot,"“When trump says he’s won the election, what he’s really saying is that we shouldn’t count the votes of Black people. It’s not about votes, it’s about race. That it’s NOT is the original big lie.” -","“ When trump says he ’ s won the election , what he ’ s really saying is that we shouldn ’ t count the votes of Black people . It ’ s not about votes , it ’ s about race . That it ’ s NOT is the original big lie . ” -",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3
Capitol Hill Riot,"""Heal and move on""?

You had a terrorist attack on Capitol Hill led by the President of the United States. You don't simply brush an insurrection under the rug and call it a day.

Remove Donald Trump from office immediately.",""" Heal and move on "" ? You had a terrorist attack on Capitol Hill led by the President of the United States . You don't simply brush an insurrection under the rug and call it a day . Remove Donald Trump from office immediately .",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
Capitol Hill Riot,Trump is expected to make what will be his first public appearance since inciting an insurgence on Capitol Hill last week,Trump is expected to make what will be his first public appearance since inciting an insurgence on Capitol Hill last week,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1
Capitol Hill Riot,"As sunset falls on Capitol Hill, US National Guards are struggling to dislodge Trump supporters from their siege of Capitol Hill.We are seeing Americans undermine their own democracy. It’s jarring to watch. 

The world watches in dismay.","As sunset falls on Capitol Hill , US National Guards are struggling to dislodge Trump supporters from their siege of Capitol Hill.We are seeing Americans undermine their own democracy . It ’ s jarring to watch . The world watches in dismay .",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1
George Floyd,"""They'll kill me. They'll kill me.""

#GeorgeFloyd told police he couldn't breathe over 20x, according to newly released body camera transcripts of the last minutes of his life.

The transcripts have been released as part of an effort to get charges against one officer dismissed.",""" They'll kill me . They'll kill me . "" #GeorgeFloyd told police he couldn't breathe over 20x , according to newly released body camera transcripts of the last minutes of his life . The transcripts have been released as part of an effort to get charges against one officer dismissed .",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
George Floyd,"Minnesota withheld the full #GeorgeFloyd body cam footage for one reason and one reason only: they knew it would immediately dispel the race narrative and they wanted to assist the Democrats in dividing Americans in an election year. 

Absolutely appalling. 

BLACK LIES MATTER.",Minnesota withheld the full #GeorgeFloyd body cam footage for one reason and one reason only : they knew it would immediately dispel the race narrative and they wanted to assist the Democrats in dividing Americans in an election year . Absolutely appalling . BLACK LIES MATTER .,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,2,-1
George Floyd,"Spent the last 48 hours thinking about 
.

A proud African American from #mineapolis who changed the world with his genius.

What would he be sayin about #GeorgeFloyd right now, what music would he be making & how he would have viewed this revolutionary moment in US history","Spent the last 48 hours thinking about . A proud African American from #mineapolis who changed the world with his genius . What would he be sayin about #GeorgeFloyd right now , what music would he be making & how he would have viewed this revolutionary moment in US history",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
George Floyd,"Four U.S. security forces fired after graphic video shows a Trump-supporting officer executing #GeorgeFloyd, an African American, by kneeling over his neck. The FBI has been called in to investigate and the local mayor is demanding criminal charges.","Four U . S . security forces fired after graphic video shows a Trump-supporting officer executing #GeorgeFloyd , an African American , by kneeling over his neck . The FBI has been called in to investigate and the local mayor is demanding criminal charges .",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
George Floyd,".
 your Speech last night for the 
 was full with hypocrisy.This is the #BlackLivesMatterPlaza you created. You introduced #GeorgeFloyd family, but didnt tell the World that 
 murdered #MarqueeseAlston and #JeffreyPrice #DefundMPD",". your Speech last night for the was full with hypocrisy.This is the #BlackLivesMatterPlaza you created . You introduced #GeorgeFloyd family , but didnt tell the World that murdered #MarqueeseAlston and #JeffreyPrice #DefundMPD",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
