topic,tweet,tokenized tweet,R1,R2,R3,R4,R5,R1-1-1,R2-1-2,R3-2-1,R4-2-2,R5-3-1,R6-3-2,R7-3-3,R8-4-1,R9-4-2,R10-5-1,R11-5-2,R12-5-3,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12
Black Lives Matter,"#NetworkEngineers we can all agree that at the bottom of an acl there is an implicit deny? 

Ok we agree. 

Then me saying #BlackLivesMatter 

Should let you know that there’s an implicit #AllLivesMatter",#NetworkEngineers we can all agree that at the bottom of an acl there is an implicit deny ? Ok we agree . Then me saying #BlackLivesMatter Should let you know that there ’ s an implicit #AllLivesMatter,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Black Lives Matter,"When someone is acting like #BLM is saying/means ""Only Black Lives Matter"", that's a self incrimination of how they feel about White Power.","When someone is acting like #BLM is saying / means "" Only Black Lives Matter "" , that's a self incrimination of how they feel about White Power .",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
Black Lives Matter,"Las Vegas residents! 
The language used in this message is extremely suspicious and looks like something a cop/ICE would create to instigate violence, arrests and Lord knows what else. 

PLEASE DO NOT GO, my instincts are raising all the red flags!
Stay safe! 
#BLM","Las Vegas residents ! The language used in this message is extremely suspicious and looks like something a cop / ICE would create to instigate violence , arrests and Lord knows what else . PLEASE DO NOT GO , my instincts are raising all the red flags ! Stay safe ! #BLM",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1
Black Lives Matter,I’ll never know how it feels to be black in America so I’ll use whatever privilege I have to speak up for the ones being mistreated. #BLM,I ’ ll never know how it feels to be black in America so I ’ ll use whatever privilege I have to speak up for the ones being mistreated . #BLM,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
Black Lives Matter,"Day 15 of actions and they're still going strong. Tonight's a great chance to join in and say that #BlackLivesMatter

#ExpectUs #STLVerdict",Day 15 of actions and they're still going strong . Tonight's a great chance to join in and say that #BlackLivesMatter #ExpectUs #STLVerdict,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1
Democracy,"Delhi | We all have to work like workers of the party, nobody is big or small in the party. We have to unitedly fight against the fascist forces that are attacking the democratic institutions under the garb of communalism: Congress President-elect Mallikarjun Kharge","Delhi | We all have to work like workers of the party , nobody is big or small in the party . We have to unitedly fight against the fascist forces that are attacking the democratic institutions under the garb of communalism : Congress President-elect Mallikarjun Kharge",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,2
Democracy,"I wonder 
Has Dan Sullivan considered the implications of facing a good Democratic candidate - or candidates - under the RCV system?
Should he be nervous? 
I'll call it a Strong Maybe.",I wonder Has Dan Sullivan considered the implications of facing a good Democratic candidate - or candidates - under the RCV system ? Should he be nervous ? I'll call it a Strong Maybe .,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Democracy,"The case of MNA Ali wazir is challenge for all pakhtoon nation and our nationalist political parties that on the desire of Bajwa Ali is in jail. court، police and other institutions is just nominally working.where are democratic parties, people and government 
#ReleaseAliWazir","The case of MNA Ali wazir is challenge for all pakhtoon nation and our nationalist political parties that on the desire of Bajwa Ali is in jail . court ، police and other institutions is just nominally working.where are democratic parties , people and government #ReleaseAliWazir",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2
Democracy,"Dear Obi-dense,

You cannot spend 7 years attacking the North for voting Buhari and still expect them to vote for you come 2023.

You cannot bully your ways to power under democratic system and freedom.

Hope you learn from this mistake.

#TinubuShettima2023","Dear Obi-dense , You cannot spend 7 years attacking the North for voting Buhari and still expect them to vote for you come 2023 . You cannot bully your ways to power under democratic system and freedom . Hope you learn from this mistake . #TinubuShettima2023",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2
Democracy,Everyone arguing about ashley being racist or kaidan being boring or w/e the actual problem with mass effect is the writers spent 100s of hours to come up with a galaxy with a liberal democratic capitalist system exactly like hours and then never challenge it,Everyone arguing about ashley being racist or kaidan being boring or w / e the actual problem with mass effect is the writers spent 100s of hours to come up with a galaxy with a liberal democratic capitalist system exactly like hours and then never challenge it,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
