topic,tweet,tokenized tweet,R1,R2,R3,R4,R5,R1-1-1,R2-1-2,R3-2-1,R4-2-2,R5-3-1,R6-3-2,R7-3-3,R8-4-1,R9-4-2,R10-5-1,R11-5-2,R12-5-3,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12
Black Lives Matter,"#NetworkEngineers we can all agree that at the bottom of an acl there is an implicit deny? 

Ok we agree. 

Then me saying #BlackLivesMatter 

Should let you know that there’s an implicit #AllLivesMatter",#NetworkEngineers we can all agree that at the bottom of an acl there is an implicit deny ? Ok we agree . Then me saying #BlackLivesMatter Should let you know that there ’ s an implicit #AllLivesMatter,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
Black Lives Matter,"When someone is acting like #BLM is saying/means ""Only Black Lives Matter"", that's a self incrimination of how they feel about White Power.","When someone is acting like #BLM is saying / means "" Only Black Lives Matter "" , that's a self incrimination of how they feel about White Power .",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
Black Lives Matter,"Las Vegas residents! 
The language used in this message is extremely suspicious and looks like something a cop/ICE would create to instigate violence, arrests and Lord knows what else. 

PLEASE DO NOT GO, my instincts are raising all the red flags!
Stay safe! 
#BLM","Las Vegas residents ! The language used in this message is extremely suspicious and looks like something a cop / ICE would create to instigate violence , arrests and Lord knows what else . PLEASE DO NOT GO , my instincts are raising all the red flags ! Stay safe ! #BLM",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1
Black Lives Matter,I’ll never know how it feels to be black in America so I’ll use whatever privilege I have to speak up for the ones being mistreated. #BLM,I ’ ll never know how it feels to be black in America so I ’ ll use whatever privilege I have to speak up for the ones being mistreated . #BLM,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0
Black Lives Matter,"Day 15 of actions and they're still going strong. Tonight's a great chance to join in and say that #BlackLivesMatter

#ExpectUs #STLVerdict",Day 15 of actions and they're still going strong . Tonight's a great chance to join in and say that #BlackLivesMatter #ExpectUs #STLVerdict,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1
Black Lives Matter,"The horrific #Tulsa race massacre happened 99 years ago in June, 1921. Why have so few people heard about it?

#Racism #Terrorism #Oklahoma #BlackLivesMatter","The horrific #Tulsa race massacre happened 99 years ago in June , 1921 . Why have so few people heard about it ? #Racism #Terrorism #Oklahoma #BlackLivesMatter",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
Black Lives Matter,"Mike Brown could have easily been my brother or nephews Greg Curley, Kavon Anderson, Gerald Anderson, & Marlon Deanda. #BlackLivesMatter","Mike Brown could have easily been my brother or nephews Greg Curley , Kavon Anderson , Gerald Anderson , & Marlon Deanda . #BlackLivesMatter",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,-1
Black Lives Matter,"Here's a list of all of the known cities in the US where protests for George Floyd and #blacklivesmatter have happened in the past week:

Minneapolis. St. Paul. Albany. Albuquerque. Amherst. Atlanta. Austin. Bakersfield. Bloomington. Boston. Bowling Green. Canton. Charlotte.",Here's a list of all of the known cities in the US where protests for George Floyd and #blacklivesmatter have happened in the past week : Minneapolis . St . Paul . Albany . Albuquerque . Amherst . Atlanta . Austin . Bakersfield . Bloomington . Boston . Bowling Green . Canton . Charlotte .,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1
Black Lives Matter,"Aside from all the gr8 politics of the #BlackLivesMatter Ride, I was continually struck by how beautiful we/ya'll are. Black is so beautiful","Aside from all the gr8 politics of the #BlackLivesMatter Ride , I was continually struck by how beautiful we / ya'll are . Black is so beautiful",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Black Lives Matter,"The #BlackLivesMatter rally in downtown Corbin is scheduled to go until 9:30 tonight, and will resume Friday and Saturday evenings.","The #BlackLivesMatter rally in downtown Corbin is scheduled to go until 9:30 tonight , and will resume Friday and Saturday evenings .",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
