topic,tweet,tokenized tweet,R1,R2,R3,R4,R5,R1-1-1,R2-1-2,R3-2-1,R4-2-2,R5-3-1,R6-3-2,R7-3-3,R8-4-1,R9-4-2,R10-5-1,R11-5-2,R12-5-3,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12
Black Lives Matter,"Excuse me white girl, what do you mean, ""thank you for representing"" when you hear I went to #ferguson? #blacklivesmatter","Excuse me white girl , what do you mean , "" thank you for representing "" when you hear I went to #ferguson ? #blacklivesmatter",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2
Black Lives Matter,"Thousands marched against police brutality across the Golden Gate Bridge today, briefly stopping traffic on the span 
 #sfprotest #sanfrancisco #blacklivesmatter","Thousands marched against police brutality across the Golden Gate Bridge today , briefly stopping traffic on the span #sfprotest #sanfrancisco #blacklivesmatter",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
Black Lives Matter,As a Marine Corps Veteran I took an oath to protect the people from enemies both foreign & domestic. #DefendDACA #BlackLivesMatter,As a Marine Corps Veteran I took an oath to protect the people from enemies both foreign & domestic . #DefendDACA #BlackLivesMatter,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
Black Lives Matter,"Since I couldn’t be with my former Public Defender’s Office in San José, I joined amazing public defenders in Sacramento as they rallied for #BlackLivesMatter & a more equitable criminal justice system 
Thank you for welcoming me into the Capitol’s Public Defender’s family!","Since I couldn ’ t be with my former Public Defender ’ s Office in San José , I joined amazing public defenders in Sacramento as they rallied for #BlackLivesMatter & a more equitable criminal justice system Thank you for welcoming me into the Capitol ’ s Public Defender ’ s family !",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Black Lives Matter,"For the past few days, my focus has been to get more people to join me for tomorrow's protest in NYC. Looks like more than 10+ people are joining me tomorrow. For the majority of them, this will be their first time protesting. #BlackLivesMatter","For the past few days , my focus has been to get more people to join me for tomorrow's protest in NYC . Looks like more than 10 + people are joining me tomorrow . For the majority of them , this will be their first time protesting . #BlackLivesMatter",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1
Black Lives Matter,Why is it considered a revolutionary idea to be able to say #BlackLivesMatter but still have respect for the police?,Why is it considered a revolutionary idea to be able to say #BlackLivesMatter but still have respect for the police ?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2
Black Lives Matter,"1 yr ago—more important than ever. ""Protest & policy go hand in hand, & truth is important in every space."" 
 #BlackLivesMatter","1 yr ago — more important than ever . "" Protest & policy go hand in hand , & truth is important in every space . "" #BlackLivesMatter",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1
Black Lives Matter,I really hope George Floyd’s story and the protests are still being discussed and made aware of after this week. Keep the discussion going. Don’t scrape this under the rug. #BLM,I really hope George Floyd ’ s story and the protests are still being discussed and made aware of after this week . Keep the discussion going . Don ’ t scrape this under the rug . #BLM,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1
Black Lives Matter,Do you know what its like to have to tell your child about the killing of innocent Black folks over & over again? #BlackLivesMatter #NMOS14,Do you know what its like to have to tell your child about the killing of innocent Black folks over & over again ? #BlackLivesMatter #NMOS14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,2
Black Lives Matter,Core? Dehumanization. Devaluing of our lives. If you do not connect w/the humanity of another it is easier to hurt them. #BlackLivesMatter,Core ? Dehumanization . Devaluing of our lives . If you do not connect w / the humanity of another it is easier to hurt them . #BlackLivesMatter,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2
Black Lives Matter,"Thanks to all those who #takeaknee and especially 
 for reminding me there is still a USA I can feel proud of #BlackLivesMatter",Thanks to all those who #takeaknee and especially for reminding me there is still a USA I can feel proud of #BlackLivesMatter,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Black Lives Matter,"Just returned from the #blacklivesmatter march in Kitchener. It was well organized, thousands of people standing together. It was powerful, it was peaceful. There was no violence, no rioting & no looting. There was also no well armed police looking to start trouble. Coincidence?","Just returned from the #blacklivesmatter march in Kitchener . It was well organized , thousands of people standing together . It was powerful , it was peaceful . There was no violence , no rioting & no looting . There was also no well armed police looking to start trouble . Coincidence ?",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
Black Lives Matter,Body cam footage of unarmed Utah man being shot in the back as he flees is why people kneel #BLM,Body cam footage of unarmed Utah man being shot in the back as he flees is why people kneel #BLM,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Black Lives Matter,If unplanned then how did the mayor know about it & why were #BlackLivesMatter run off for 'unlawful assembly' cuz no permit? MakesNoSense,If unplanned then how did the mayor know about it & why were #BlackLivesMatter run off for ' unlawful assembly ' cuz no permit ? MakesNoSense,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1
Black Lives Matter,You can also add your don't shoot pictures as well #UNT join the national discussion #imatter #BlackLivesMatter everyone should be invovled,You can also add your don't shoot pictures as well #UNT join the national discussion #imatter #BlackLivesMatter everyone should be invovled,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Black Lives Matter,Crying at the beginning of the Princess & the Frog this morning.Oh I love Tiana! Amazing what triggers tears sometimes. #BlackLivesMatter,Crying at the beginning of the Princess & the Frog this morning.Oh I love Tiana ! Amazing what triggers tears sometimes . #BlackLivesMatter,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Black Lives Matter,san jose police just told us they can’t take a knee and support because it’s against their rules. WHERE IN YOUR MANUAL DOES IT SAY YOU CAN KILL INNOCENT BLACK MEN #BlackLivesMatter #sanjoseprotest,san jose police just told us they can ’ t take a knee and support because it ’ s against their rules . WHERE IN YOUR MANUAL DOES IT SAY YOU CAN KILL INNOCENT BLACK MEN #BlackLivesMatter #sanjoseprotest,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Black Lives Matter,"I hear people that say “I don’t see color” but the fact is that’s not true at all! It is in fact the very 1st thing all humans see. Lets be honest, our eyes identify color every moment of the day, but only our determines if we appreciate what’s inside. #Truth #BlackLivesMatter","I hear people that say “ I don ’ t see color ” but the fact is that ’ s not true at all ! It is in fact the very 1st thing all humans see . Lets be honest , our eyes identify color every moment of the day , but only our determines if we appreciate what ’ s inside . #Truth #BlackLivesMatter",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Black Lives Matter,"Arrived 30 mins ago & have already seen multiple #blacklivesmatter & #lgbtq pride posters/signs/banners on buildings. Seattle, I like you.","Arrived 30 mins ago & have already seen multiple #blacklivesmatter & #lgbtq pride posters / signs / banners on buildings . Seattle , I like you .",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1
Black Lives Matter,"How can the folks who are pissed about #NASCAR distancing itself from the confederate flag be the same folks who get pissed about folks kneeling and “disrespecting the national flag”?

Seem them folks are just pissed w/the idea of fully liberated black people.

#BlackLivesMatter",How can the folks who are pissed about #NASCAR distancing itself from the confederate flag be the same folks who get pissed about folks kneeling and “ disrespecting the national flag ” ? Seem them folks are just pissed w / the idea of fully liberated black people . #BlackLivesMatter,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Black Lives Matter,This is what rioters did to the Minneapolis Sheraton they took over after the riots. This was converted to their “sanctuary.” They raised hundreds of thousands through crowdfunding to support the illegal occupation. #BlackLivesMatter,This is what rioters did to the Minneapolis Sheraton they took over after the riots . This was converted to their “ sanctuary . ” They raised hundreds of thousands through crowdfunding to support the illegal occupation . #BlackLivesMatter,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1
Black Lives Matter,"140 characters is not enough to state how in recent events of the #STLverdict, #BlackLivesMatter these protests are necessary for change.","140 characters is not enough to state how in recent events of the #STLverdict , #BlackLivesMatter these protests are necessary for change .",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2
Black Lives Matter,"Since 2010, 47% of NYPD has been comprised of minorities. The fact that > 90% of the minority officers chose NOT to appear in this systemically racist video, highlights the issue. #BLACKLIVESMATTER","Since 2010 , 47 % of NYPD has been comprised of minorities . The fact that > 90 % of the minority officers chose NOT to appear in this systemically racist video , highlights the issue . #BLACKLIVESMATTER",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Black Lives Matter,shame that in 2014 people have to take to the streets to chant #BlackLivesMatter. thought we would have figured out #AllLivesMatter by now.,shame that in 2014 people have to take to the streets to chant #BlackLivesMatter . thought we would have figured out #AllLivesMatter by now .,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1
Black Lives Matter,#BlackLivesMatter. What can be done about the police?: This post is a continuation of “We are in the midst of a.,#BlackLivesMatter . What can be done about the police ? : This post is a continuation of “ We are in the midst of a .,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Black Lives Matter,"Dictator Trump blamed Puerto Rico for ""throwing our budget out of whack."" What did Mike Pence's anti-#BlackLivesMatter stunt cost taxpayers?","Dictator Trump blamed Puerto Rico for "" throwing our budget out of whack . "" What did Mike Pence's anti - #BlackLivesMatter stunt cost taxpayers ?",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2
Black Lives Matter,"This four year old just did 16 bars and the hook was ""I'm proud of my black history."" #Ferguson #blacklivesmatter","This four year old just did 16 bars and the hook was "" I'm proud of my black history . "" #Ferguson #blacklivesmatter",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Black Lives Matter,"Dear 
, there is no such thing as Black Identity Extremists ~ just citizens trying not to get murdered during a routine traffic stop. Investigating wrong group. #m4blm #BLM","Dear , there is no such thing as Black Identity Extremists ~ just citizens trying not to get murdered during a routine traffic stop . Investigating wrong group . #m4blm #BLM",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
