topic,tweet,tokenized tweet,R1,R2,R3,R4,R5,R1-1-1,R2-1-2,R3-2-1,R4-2-2,R5-3-1,R6-3-2,R7-3-3,R8-4-1,R9-4-2,R10-5-1,R11-5-2,R12-5-3,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12
Black Lives Matter,Any other form of protest started by literally 2 men would not get national attention without breaking the law. Peaceful. Protest. #BLM,Any other form of protest started by literally 2 men would not get national attention without breaking the law . Peaceful . Protest . #BLM,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1
Black Lives Matter,"""We shouldn't have to explain why it's not acceptable for unarmed teenagers to be gunned down by the police."" -Kara Brown #BlackLivesMatter",""" We shouldn't have to explain why it's not acceptable for unarmed teenagers to be gunned down by the police . "" - Kara Brown #BlackLivesMatter",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,-1
Black Lives Matter,"Happy Filipino American month! Celebrate by sending $ to Puerto Rico, standing w #blacklivesmatter , & flipping off our racist president","Happy Filipino American month ! Celebrate by sending $ to Puerto Rico , standing w #blacklivesmatter , & flipping off our racist president",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Black Lives Matter,If the consequence of stealing cigarettes is a brutal blatant inhumane gun down to be left for dead.we are all dead! #blacklivesMATTER,If the consequence of stealing cigarettes is a brutal blatant inhumane gun down to be left for dead.we are all dead ! #blacklivesMATTER,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Black Lives Matter,"Tomorrow morning, I'll be giving a speech at 
 on #BlackLivesMatter and the importance of Pride disruptions. Send support! #LGBT","Tomorrow morning , I'll be giving a speech at on #BlackLivesMatter and the importance of Pride disruptions . Send support ! #LGBT",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Black Lives Matter,The scene in Boston #NMOS14 - reading the names of the fallen Oscar Grant comes up again and again #BlackLivesMatter,The scene in Boston #NMOS14 - reading the names of the fallen Oscar Grant comes up again and again #BlackLivesMatter,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2
Black Lives Matter,"yoooo BulletWill is running a fund rasier with matcherino for #BLM All money donated to this matcherino will be sent to the Minnesota Freedom Fund. 
The Matcherino closes Thursday night.

The coupon code is ""BlackLivesMatterFGC"" and is worth $1 instead of the normal $0.50","yoooo BulletWill is running a fund rasier with matcherino for #BLM All money donated to this matcherino will be sent to the Minnesota Freedom Fund . The Matcherino closes Thursday night . The coupon code is "" BlackLivesMatterFGC "" and is worth $ 1 instead of the normal $ 0.50",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Black Lives Matter,"Now Available -> . An online resource to help us all learn about & take action to combat racial inequity. Use it to start an honest conversation about race, equity & inclusion w/ friends, family & neighbors. #BlackLivesMatter #BLM #BlackTransLivesMatter","Now Available -> . An online resource to help us all learn about & take action to combat racial inequity . Use it to start an honest conversation about race , equity & inclusion w / friends , family & neighbors . #BlackLivesMatter #BLM #BlackTransLivesMatter",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Black Lives Matter,You guys I finally actually met up w/someone from the dating app and I lived and even had a good time. He didn’t flinch at my #blm t-shirt.,You guys I finally actually met up w / someone from the dating app and I lived and even had a good time . He didn ’ t flinch at my #blm t-shirt .,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Black Lives Matter,"Ravens prayed on bent knees before the anthem and were still booed, thus proving this criticism was never about patriotism, but about brown people having the gall to have opinions. #TakeAKnee #BlackLivesMatter","Ravens prayed on bent knees before the anthem and were still booed , thus proving this criticism was never about patriotism , but about brown people having the gall to have opinions . #TakeAKnee #BlackLivesMatter",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Democracy,"""the openly declared intentions of Trump and those MAGA Republicans show that they undeniably do pose a threat to our democratic system at a bedrock level.""",""" the openly declared intentions of Trump and those MAGA Republicans show that they undeniably do pose a threat to our democratic system at a bedrock level . """,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
Democracy,"Eminent personalities from Kochi met Shri 
 where the discussion ranged over various important topics such as the misuse of democratic institutions by the Modi govt to hide its failures and the need for #BharatJodoYatra to battle the situation in the country today.",Eminent personalities from Kochi met Shri where the discussion ranged over various important topics such as the misuse of democratic institutions by the Modi govt to hide its failures and the need for #BharatJodoYatra to battle the situation in the country today .,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,2
Democracy,"""[T]he advantages of democracy as a method of peaceful change and of political education seem to be so great compared with those of any other system that I can have no sympathy with the anti-democratic strain of conservatism."" F. A. Hayek",""" [ T ] he advantages of democracy as a method of peaceful change and of political education seem to be so great compared with those of any other system that I can have no sympathy with the anti-democratic strain of conservatism . "" F . A . Hayek",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
Democracy,"#UniClimateStrike in Stockholm! Our strike will go on. We stand up for a global democratic system beyond all structures of dominance (gender, ethnicity, class.) and a life in dignity for everyone. #PeopleForFuture #FridaysForFuture","#UniClimateStrike in Stockholm ! Our strike will go on . We stand up for a global democratic system beyond all structures of dominance ( gender , ethnicity , class . ) and a life in dignity for everyone . #PeopleForFuture #FridaysForFuture",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Democracy,"Our short explainer on communes, with text taken from the 
 report ‘Beyond the frontlines – The building of the democratic system in North and East Syria.’","Our short explainer on communes , with text taken from the report ‘ Beyond the frontlines – The building of the democratic system in North and East Syria . ’",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Democracy,"Upcoming 
 is really a story about American democracy, in four acts: 
I. Attack on democracy (Jan 6th) w Michael Fanone 
II & III. Our anti-democratic history + present-day predicament (w 
) 
IV. Future of democratic institutions (Garland!) w","Upcoming is really a story about American democracy , in four acts : I . Attack on democracy ( Jan 6th ) w Michael Fanone II & III . Our anti-democratic history + present-day predicament ( w ) IV . Future of democratic institutions ( Garland ! ) w",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2
Democracy,"APC Youth Leader Said this in A Democratic System of Government 

If Tinubu emerges Nigeria President, Every Nigerians should buy Democracy Coffin Immediately. There won't be election Again in Nigeria, Most Especially South West.
We need to #Recover our country now","APC Youth Leader Said this in A Democratic System of Government If Tinubu emerges Nigeria President , Every Nigerians should buy Democracy Coffin Immediately . There won't be election Again in Nigeria , Most Especially South West . We need to #Recover our country now",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2
Democracy,"There is a democratic system in the Indian state of Jammu and Kashmir. Whereas the part of PoK has remained directionless and slaves of Pakistan. With its discriminatory policies, Pakistan has kept the entire region in disrepair and a nursery of terrorism. #BrighterKashmir","There is a democratic system in the Indian state of Jammu and Kashmir . Whereas the part of PoK has remained directionless and slaves of Pakistan . With its discriminatory policies , Pakistan has kept the entire region in disrepair and a nursery of terrorism . #BrighterKashmir",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2
Democracy,"It is the constitutional responsibility of institution to accommodate every democratic government for the well being of state, DG ISI.","It is the constitutional responsibility of institution to accommodate every democratic government for the well being of state , DG ISI .",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,2
Democracy,"Absolutely STONKING speech on electoral reform by first-time delegate Carissma Griffiths. Everyone should watch. 

""The stark inequalities in our communities are rooted in the stark inequality at the heart of our democratic system."" ~AA #Lab22 #ElectoralReform","Absolutely STONKING speech on electoral reform by first-time delegate Carissma Griffiths . Everyone should watch . "" The stark inequalities in our communities are rooted in the stark inequality at the heart of our democratic system . "" ~ AA #Lab22 #ElectoralReform",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1
