topic,tweet,tokenized tweet,R1,R2,R3,R4,R5,R1-1-1,R2-1-2,R3-2-1,R4-2-2,R5-3-1,R6-3-2,R7-3-3,R8-4-1,R9-4-2,R10-5-1,R11-5-2,R12-5-3,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12
Capitol Hill Riot,"Billionaire Ken Langone called the Capitol Hill riot a ""disgrace"" & urged America to rally behind President Joe Biden. We need to keep hearing from the wealthy in support of Trump removal & cutting ties with all Trump Org.
#ONEV1 
#FreshVoices 
#DemVoice1","Billionaire Ken Langone called the Capitol Hill riot a "" disgrace "" & urged America to rally behind President Joe Biden . We need to keep hearing from the wealthy in support of Trump removal & cutting ties with all Trump Org . #ONEV1 #FreshVoices #DemVoice1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
Capitol Hill Riot,"Fuck the Police.

Fuck Donald Trump 

Fuck the terrorists at Capitol Hill. 

Black Lives Matter. 

Don’t inquire about bookings if you don’t agree- MV",Fuck the Police . Fuck Donald Trump Fuck the terrorists at Capitol Hill . Black Lives Matter . Don ’ t inquire about bookings if you don ’ t agree - MV,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1
Capitol Hill Riot,Let’s not forget: a year ago Republicans launched a political stunt by storming the secure SCIF room to disrupt a deposition into the impeachment inquiry hearing for Trump. January 6th Republicans repeated the act after the attack on Capitol Hill by objecting to the vote,Let ’ s not forget : a year ago Republicans launched a political stunt by storming the secure SCIF room to disrupt a deposition into the impeachment inquiry hearing for Trump . January 6th Republicans repeated the act after the attack on Capitol Hill by objecting to the vote,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
Capitol Hill Riot,"Mexico will be delivering a check to pay for the wall tomorrow. In the afternoon, Trump will send his health reform plan to Capitol Hill.","Mexico will be delivering a check to pay for the wall tomorrow . In the afternoon , Trump will send his health reform plan to Capitol Hill .",0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,-1,-1,-1,0,-1,-1,-1,2,-1,-1,-1,-1
Capitol Hill Riot,"“we look at whether Trump has a good argument against the charge he incited a riot on Capitol Hill, and whether or not it’s constitutional to impeach someone after they leave office”. MUST LISTEN","“ we look at whether Trump has a good argument against the charge he incited a riot on Capitol Hill , and whether or not it ’ s constitutional to impeach someone after they leave office ” . MUST LISTEN",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
Capitol Hill Riot,A divisive presidency capped by a deadly riot on Capitol Hill has stirred unprecedented brand-altering forces for the Trump name.,A divisive presidency capped by a deadly riot on Capitol Hill has stirred unprecedented brand-altering forces for the Trump name .,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
Capitol Hill Riot,"NEW EPISODE: Insurrection 2021 - Part 1 

The U.S. government’s response to the January 6 storming of Capitol Hill by Trump supporters is one of the most significant examples of racial double standards from our current moment in history.",NEW EPISODE : Insurrection 2021 - Part 1 The U . S . government ’ s response to the January 6 storming of Capitol Hill by Trump supporters is one of the most significant examples of racial double standards from our current moment in history .,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1
Capitol Hill Riot,"Jacob Rees-Mogg tells MPs Donald Trump's actions prior to the violence on Capitol Hill last week were of the ""gravest concern"".

He says job of politicians to ""protect democracy and not be what one might call an accessory before the fact to disorder"".","Jacob Rees-Mogg tells MPs Donald Trump's actions prior to the violence on Capitol Hill last week were of the "" gravest concern "" . He says job of politicians to "" protect democracy and not be what one might call an accessory before the fact to disorder "" .",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,0
Capitol Hill Riot,"The failed attack at Capitol Hill has marked the failure of a strategy and left allies vulnerable. Navalny timing of returning to Russia is no coincidence. With Trump gone, Putin is at risk. Johnson is isolated. Brexit is all is left of the Trump/Putin/Johnson attack to Democracy","The failed attack at Capitol Hill has marked the failure of a strategy and left allies vulnerable . Navalny timing of returning to Russia is no coincidence . With Trump gone , Putin is at risk . Johnson is isolated . Brexit is all is left of the Trump / Putin / Johnson attack to Democracy",0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1
Capitol Hill Riot,"All I have to say about this is I saw Van Jones at just about every criminal justice event on Capitol Hill, including small rallies in the miserable DC heat. Didn’t see much of the people who like to drag him for working with the Trump White House.","All I have to say about this is I saw Van Jones at just about every criminal justice event on Capitol Hill , including small rallies in the miserable DC heat . Didn ’ t see much of the people who like to drag him for working with the Trump White House .",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1
Capitol Hill Riot,"It is Rare for an inaugural address, President #JoeBiden denounced the “racism, nativism, fear, demonization,” that propelled the assault on Capitol Hill by an overwhelmingly white mob of Trump supporters who carried symbols of hate including the Confederate battle flag.","It is Rare for an inaugural address , President #JoeBiden denounced the “ racism , nativism , fear , demonization , ” that propelled the assault on Capitol Hill by an overwhelmingly white mob of Trump supporters who carried symbols of hate including the Confederate battle flag .",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Capitol Hill Riot,"So trump supporters get to storm Capitol Hill while peacful protesters were called thugs, blamed for making virus numbers go up,(even tho they were all wearing masks) , shot with rubber bullets, tear gassed etc if you support trump unfollow me the standards are so double sided","So trump supporters get to storm Capitol Hill while peacful protesters were called thugs , blamed for making virus numbers go up , ( even tho they were all wearing masks ) , shot with rubber bullets , tear gassed etc if you support trump unfollow me the standards are so double sided",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
Capitol Hill Riot,"Those on Capitol Hill

You were scared or you were in on it.

Period.

Trump has something on you, or you believe his lying ass.

Biden, this OUR reputations you are ruining. We voted you in.","Those on Capitol Hill You were scared or you were in on it . Period . Trump has something on you , or you believe his lying ass . Biden , this OUR reputations you are ruining . We voted you in .",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
Capitol Hill Riot,This was the Trump Supporter at Capitol Hill screaming to burn it down. But he is also the founder of BLM Rioter - ON CNN so shut CNN down they promoted a domestic terrorist.,This was the Trump Supporter at Capitol Hill screaming to burn it down . But he is also the founder of BLM Rioter - ON CNN so shut CNN down they promoted a domestic terrorist .,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1
Capitol Hill Riot,"Where are all the librandus that were tweeting against Trump after Capitol Hill violence?

Will they say not the say the same for these selfish leaders after Delhi violence?

WE CONDEMN DELHI VIOLENCE",Where are all the librandus that were tweeting against Trump after Capitol Hill violence ? Will they say not the say the same for these selfish leaders after Delhi violence ? WE CONDEMN DELHI VIOLENCE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Capitol Hill Riot,"""Last week’s deadly events on Capitol Hill are #Trump’s legacy. So is his killing spree, which has exposed the cruelty, brutality, and inhumanity of the #DeathPenalty ""
 of 
 considers the Federal death penalty in the US",""" Last week ’ s deadly events on Capitol Hill are #Trump ’ s legacy . So is his killing spree , which has exposed the cruelty , brutality , and inhumanity of the #DeathPenalty "" of considers the Federal death penalty in the US",0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,-1,-1,-1,-1,2,-1,-1,-1,-1,0,0,2
Capitol Hill Riot,"While Trump and Republicans on Capitol Hill continue their assault on Democracy, Americans are dying from a raging pandemic in record numbers. Rationing of care has arrived - under Republican leadership.","While Trump and Republicans on Capitol Hill continue their assault on Democracy , Americans are dying from a raging pandemic in record numbers . Rationing of care has arrived - under Republican leadership .",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,2
Capitol Hill Riot,"In the US, police are on high alert for possible pro-Trump marches later.

Security's been stepped up in Washington ahead of Joe Biden's inauguration on Wednesday, after five people died in riots on Capitol Hill last week.

#Trump #USCapitol","In the US , police are on high alert for possible pro-Trump marches later . Security's been stepped up in Washington ahead of Joe Biden's inauguration on Wednesday , after five people died in riots on Capitol Hill last week . #Trump #USCapitol",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
