topic,tweet,tokenized tweet,R1,R2,R3,R4,R5,R1-1-1,R2-1-2,R3-2-1,R4-2-2,R5-3-1,R6-3-2,R7-3-3,R8-4-1,R9-4-2,R10-5-1,R11-5-2,R12-5-3,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12
Capitol Hill Riot,"Kids now can’t sled on Capitol Hill ‘cause Trumps people had to try and overthrow America.

Nice. Real nice. Reaaaaaaaal nice.",Kids now can ’ t sled on Capitol Hill ‘ cause Trumps people had to try and overthrow America . Nice . Real nice . Reaaaaaaaal nice .,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
Capitol Hill Riot,"Why do News progs not point out the White Power hand signal so often seen at Trump rallies.

They show the insurrectionist doing it on the way to Capitol Hill, but I've seen it named & pointed out. These are not 'patriots', or left behind, they're racist, fascist scum.","Why do News progs not point out the White Power hand signal so often seen at Trump rallies . They show the insurrectionist doing it on the way to Capitol Hill , but I've seen it named & pointed out . These are not ' patriots ' , or left behind , they're racist , fascist scum .",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Capitol Hill Riot,"For some evangelical Christians, their religious beliefs have merged with beliefs in Trump’s Big Lie about his electoral defeat—a dangerous combination.","For some evangelical Christians , their religious beliefs have merged with beliefs in Trump ’ s Big Lie about his electoral defeat — a dangerous combination .",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
Capitol Hill Riot,The Capitol Hill assault succeeded for Trump. Politicians are now scared. It is not the FMOT it is that they know the next time they might not be so lucky. They are scared for their lives and the lives of their loved ones. This is no longer a Republic. We have MAGA vigilantes.,The Capitol Hill assault succeeded for Trump . Politicians are now scared . It is not the FMOT it is that they know the next time they might not be so lucky . They are scared for their lives and the lives of their loved ones . This is no longer a Republic . We have MAGA vigilantes .,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,3
Capitol Hill Riot,"""Trump must not be let off the hook. The Senate must move as quickly as possible to hold an impeachment trial for inciting the Jan. 6 Capitol Hill insurrection.""",""" Trump must not be let off the hook . The Senate must move as quickly as possible to hold an impeachment trial for inciting the Jan . 6 Capitol Hill insurrection . """,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1
Capitol Hill Riot,"On the pro-Trump social media website Parler, chat app Telegram, and other corners of the the far-right internet, people discussed the Capitol Hill rally at which Trump spoke as the catalyst for a violent insurrection","On the pro-Trump social media website Parler , chat app Telegram , and other corners of the the far-right internet , people discussed the Capitol Hill rally at which Trump spoke as the catalyst for a violent insurrection",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1
Capitol Hill Riot,"#किसान_नहीं_गुंडे
Trump is responsible for Capitol Hill Incident

But Opposition & Farmers Organisations are not responsible for Red Fort Flag Hoisting Incident on #RepublicDay 
& #KisanTractorRally #KisanoKiGundagardi",#किसान_नहीं_गुंडे Trump is responsible for Capitol Hill Incident But Opposition & Farmers Organisations are not responsible for Red Fort Flag Hoisting Incident on #RepublicDay & #KisanTractorRally #KisanoKiGundagardi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1
Capitol Hill Riot,"Our politicians have gone Mad! Trump was the insurrectionist leader, whose actions launched the assault on Capitol Hill. Let the law run it's course. 
Tim Kaine, D-Va., and Susan Collins, R-Maine, to propose a vote to censure the former president as an alternative punishment.","Our politicians have gone Mad ! Trump was the insurrectionist leader , whose actions launched the assault on Capitol Hill . Let the law run it's course . Tim Kaine , D-Va . , and Susan Collins , R-Maine , to propose a vote to censure the former president as an alternative punishment .",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1
Capitol Hill Riot,The Capitol Hill riot was inside job with Pelosi at the helm. Once again Dems always accuse opponents for things they are engaging in. We will find the truth and The DEMS leadership are to blame in all counts.5years attacking Trump is evidence of the corruption at highest levels.,The Capitol Hill riot was inside job with Pelosi at the helm . Once again Dems always accuse opponents for things they are engaging in . We will find the truth and The DEMS leadership are to blame in all counts . 5years attacking Trump is evidence of the corruption at highest levels .,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
Capitol Hill Riot,"When the Capitol Hill and democracy were under attack in America, their lawmakers united with the people rose against it and put Trump on his kneels, they don't ask other nations to solve their problems for them. They take on it.
Nigerians call on US, EU, UN always to no avail.","When the Capitol Hill and democracy were under attack in America , their lawmakers united with the people rose against it and put Trump on his kneels , they don't ask other nations to solve their problems for them . They take on it . Nigerians call on US , EU , UN always to no avail .",0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1
