topic,tweet,tokenized tweet,R1,R2,R3,R4,R5,R1-1-1,R2-1-2,R3-2-1,R4-2-2,R5-3-1,R6-3-2,R7-3-3,R8-4-1,R9-4-2,R10-5-1,R11-5-2,R12-5-3,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12
Black Lives Matter,Any other form of protest started by literally 2 men would not get national attention without breaking the law. Peaceful. Protest. #BLM,Any other form of protest started by literally 2 men would not get national attention without breaking the law . Peaceful . Protest . #BLM,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1
Black Lives Matter,"""We shouldn't have to explain why it's not acceptable for unarmed teenagers to be gunned down by the police."" -Kara Brown #BlackLivesMatter",""" We shouldn't have to explain why it's not acceptable for unarmed teenagers to be gunned down by the police . "" - Kara Brown #BlackLivesMatter",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,-1
Black Lives Matter,"Happy Filipino American month! Celebrate by sending $ to Puerto Rico, standing w #blacklivesmatter , & flipping off our racist president","Happy Filipino American month ! Celebrate by sending $ to Puerto Rico , standing w #blacklivesmatter , & flipping off our racist president",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Black Lives Matter,If the consequence of stealing cigarettes is a brutal blatant inhumane gun down to be left for dead.we are all dead! #blacklivesMATTER,If the consequence of stealing cigarettes is a brutal blatant inhumane gun down to be left for dead.we are all dead ! #blacklivesMATTER,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Black Lives Matter,"Tomorrow morning, I'll be giving a speech at 
 on #BlackLivesMatter and the importance of Pride disruptions. Send support! #LGBT","Tomorrow morning , I'll be giving a speech at on #BlackLivesMatter and the importance of Pride disruptions . Send support ! #LGBT",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Black Lives Matter,The scene in Boston #NMOS14 - reading the names of the fallen Oscar Grant comes up again and again #BlackLivesMatter,The scene in Boston #NMOS14 - reading the names of the fallen Oscar Grant comes up again and again #BlackLivesMatter,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2
Black Lives Matter,"yoooo BulletWill is running a fund rasier with matcherino for #BLM All money donated to this matcherino will be sent to the Minnesota Freedom Fund. 
The Matcherino closes Thursday night.

The coupon code is ""BlackLivesMatterFGC"" and is worth $1 instead of the normal $0.50","yoooo BulletWill is running a fund rasier with matcherino for #BLM All money donated to this matcherino will be sent to the Minnesota Freedom Fund . The Matcherino closes Thursday night . The coupon code is "" BlackLivesMatterFGC "" and is worth $ 1 instead of the normal $ 0.50",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Black Lives Matter,"Now Available -> . An online resource to help us all learn about & take action to combat racial inequity. Use it to start an honest conversation about race, equity & inclusion w/ friends, family & neighbors. #BlackLivesMatter #BLM #BlackTransLivesMatter","Now Available -> . An online resource to help us all learn about & take action to combat racial inequity . Use it to start an honest conversation about race , equity & inclusion w / friends , family & neighbors . #BlackLivesMatter #BLM #BlackTransLivesMatter",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Black Lives Matter,You guys I finally actually met up w/someone from the dating app and I lived and even had a good time. He didn’t flinch at my #blm t-shirt.,You guys I finally actually met up w / someone from the dating app and I lived and even had a good time . He didn ’ t flinch at my #blm t-shirt .,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Black Lives Matter,"Ravens prayed on bent knees before the anthem and were still booed, thus proving this criticism was never about patriotism, but about brown people having the gall to have opinions. #TakeAKnee #BlackLivesMatter","Ravens prayed on bent knees before the anthem and were still booed , thus proving this criticism was never about patriotism , but about brown people having the gall to have opinions . #TakeAKnee #BlackLivesMatter",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Black Lives Matter,"Now more than ever, Black BORIQUA Lives Matter. This is a US imperialist project, AND an anti-black one #PuertoRico #BlackLivesMatter","Now more than ever , Black BORIQUA Lives Matter . This is a US imperialist project , AND an anti-black one #PuertoRico #BlackLivesMatter",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Black Lives Matter,"Elders, children, youth- Black, Brown, white, trans, cis ARE MARCHING IN UNITY FOR JUSTICE in #Ferguson right now b/c #BlackLivesMatter !","Elders , children , youth - Black , Brown , white , trans , cis ARE MARCHING IN UNITY FOR JUSTICE in #Ferguson right now b / c #BlackLivesMatter !",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Black Lives Matter,"All lives can’t matter until Black Lives Matter. 
All of the proceeds from this will go to #blacklivesmatter .com
Thanks to 
 for helping us make this happen.",All lives can ’ t matter until Black Lives Matter . All of the proceeds from this will go to #blacklivesmatter . com Thanks to for helping us make this happen .,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Black Lives Matter,"hi. While pouring yourself to important issues make sure to also take care of your mental health. My dms are opened. I’m here to listen and talk with you on anything. Don’t hesitate. Your mental health is important, too. 
With that being said #blacklivesmatter!","hi . While pouring yourself to important issues make sure to also take care of your mental health . My dms are opened . I ’ m here to listen and talk with you on anything . Don ’ t hesitate . Your mental health is important , too . With that being said #blacklivesmatter !",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
Black Lives Matter,"black lives matter. not just today, not just tomorrow. spreading awareness and saying something is one thing but actually implementing it into everyday life is another. practice what you preach. #BlackLivesMatter","black lives matter . not just today , not just tomorrow . spreading awareness and saying something is one thing but actually implementing it into everyday life is another . practice what you preach . #BlackLivesMatter",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Black Lives Matter,"#BREAKING: Police officers dragged through the street in #Chicago.Totally chaos now there

#Philadelphia #LosAngeles #MinneapolisRiot #protests #georgesfloyd #GeorgeFloyd #riots2020 #riots #Minnesota #GeorgeFloydMurder #BlackLivesMatter #chicagoprotest #racism #BLACK_LIVES_MATTER",#BREAKING : Police officers dragged through the street in #Chicago . Totally chaos now there #Philadelphia #LosAngeles #MinneapolisRiot #protests #georgesfloyd #GeorgeFloyd #riots2020 #riots #Minnesota #GeorgeFloydMurder #BlackLivesMatter #chicagoprotest #racism #BLACK_LIVES_MATTER,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
Black Lives Matter,Approximately 200 #BLM #protesters gather in the Southridge area of #fontana and march to the intersection of Cherry and Jurupa Avenues. They are now marching south on Cherry back into the Southridge area. #GeorgeFloydProtests,Approximately 200 #BLM #protesters gather in the Southridge area of #fontana and march to the intersection of Cherry and Jurupa Avenues . They are now marching south on Cherry back into the Southridge area . #GeorgeFloydProtests,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,0,0,-1
Black Lives Matter,"Nine years after Hurricane Katrina, black people are still trying to make the point that #BlackLivesMatter. That alone is gut-wrenching.","Nine years after Hurricane Katrina , black people are still trying to make the point that #BlackLivesMatter . That alone is gut-wrenching .",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Black Lives Matter,"From its inception over 200 years ago, America devalued black life. In 2014, not much has changed. #MikeBrown #Ferguson #BlackLivesMatter","From its inception over 200 years ago , America devalued black life . In 2014 , not much has changed . #MikeBrown #Ferguson #BlackLivesMatter",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1
Black Lives Matter,Beloved. You are amazing. You maybe my trans sibling. You may proclaim #BlackLivesMatter .  You may be living out God's justice. I love u,Beloved . You are amazing . You maybe my trans sibling . You may proclaim #BlackLivesMatter . You may be living out God's justice . I love u,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,-1
Black Lives Matter,"Currently reading ""The Truth About White People"" by Lola Peters. Some great quotes to ponder in the following thread. #BlackLivesMatter","Currently reading "" The Truth About White People "" by Lola Peters . Some great quotes to ponder in the following thread . #BlackLivesMatter",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Black Lives Matter,Wow. He is suggesting for us blacks to be enslaved again. This is racism ladies & gentlemen. This is why we have #BLM & why Kaep kneeled.,Wow . He is suggesting for us blacks to be enslaved again . This is racism ladies & gentlemen . This is why we have #BLM & why Kaep kneeled .,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Black Lives Matter,"Huge #BlackLivesMatter protest in my hometown Diamond Bar. Might be wrong about this, but this is the first time I've seen large numbers of DB residents be politically active about anything since maybe Kony 2012","Huge #BlackLivesMatter protest in my hometown Diamond Bar . Might be wrong about this , but this is the first time I've seen large numbers of DB residents be politically active about anything since maybe Kony 2012",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
Black Lives Matter,"Friday June 12 (daily), 6:30 - 8:30p
Marietta

Standing in solidarity with victims of police brutality
at intersection of
Sandy Plains Rd & Shallowford Rd

Bring mask, signs, water, friends.

#BlackLivesMatter
#AtlantaProtests
#Solidarity","Friday June 12 ( daily ) , 6:30 - 8: 30p Marietta Standing in solidarity with victims of police brutality at intersection of Sandy Plains Rd & Shallowford Rd Bring mask , signs , water , friends . #BlackLivesMatter #AtlantaProtests #Solidarity",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
Black Lives Matter,"#BlackExcellence this week on 
 went out to Taylor of the #CA #BlackLivesMatter contingent for riding 40+ hrs to #Ferguson",#BlackExcellence this week on went out to Taylor of the #CA #BlackLivesMatter contingent for riding 40 + hrs to #Ferguson,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2
Black Lives Matter,Much peace to those going from the Bay to #Ferguson. Many of us stand in solidarity from here. <3 #BlackLivesMatter,Much peace to those going from the Bay to #Ferguson . Many of us stand in solidarity from here . <3 #BlackLivesMatter,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
Black Lives Matter,"why we always include the ""Black"" in #BlackLivesMatter--cause very few, including our Black president, want to acknowledge anti black racism","why we always include the "" Black "" in #BlackLivesMatter--cause very few , including our Black president , want to acknowledge anti black racism",0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,2
Black Lives Matter,I wrote this one year ago and it's just as relevant. Allies & accomplices: the time is still now. #BlackLivesMatter,I wrote this one year ago and it's just as relevant . Allies & accomplices : the time is still now . #BlackLivesMatter,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
