topic,tweet,tokenized tweet,R1,R2,R3,R4,R5,R1-1-1,R2-1-2,R3-2-1,R4-2-2,R5-3-1,R6-3-2,R7-3-3,R8-4-1,R9-4-2,R10-5-1,R11-5-2,R12-5-3,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12
Capitol Hill Riot,"""Capitol Hill Police Officer Sicknick [a strong Trump supporter], who died, was fine on the night of the Capitol Hill riot"" « JoNova",""" Capitol Hill Police Officer Sicknick [ a strong Trump supporter ] , who died , was fine on the night of the Capitol Hill riot "" « JoNova",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1
Capitol Hill Riot,"“When trump says he’s won the election, what he’s really saying is that we shouldn’t count the votes of Black people. It’s not about votes, it’s about race. That it’s NOT is the original big lie.” -","“ When trump says he ’ s won the election , what he ’ s really saying is that we shouldn ’ t count the votes of Black people . It ’ s not about votes , it ’ s about race . That it ’ s NOT is the original big lie . ” -",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3
Capitol Hill Riot,"""Heal and move on""?

You had a terrorist attack on Capitol Hill led by the President of the United States. You don't simply brush an insurrection under the rug and call it a day.

Remove Donald Trump from office immediately.",""" Heal and move on "" ? You had a terrorist attack on Capitol Hill led by the President of the United States . You don't simply brush an insurrection under the rug and call it a day . Remove Donald Trump from office immediately .",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
Capitol Hill Riot,Trump is expected to make what will be his first public appearance since inciting an insurgence on Capitol Hill last week,Trump is expected to make what will be his first public appearance since inciting an insurgence on Capitol Hill last week,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1
Capitol Hill Riot,"As sunset falls on Capitol Hill, US National Guards are struggling to dislodge Trump supporters from their siege of Capitol Hill.We are seeing Americans undermine their own democracy. It’s jarring to watch. 

The world watches in dismay.","As sunset falls on Capitol Hill , US National Guards are struggling to dislodge Trump supporters from their siege of Capitol Hill.We are seeing Americans undermine their own democracy . It ’ s jarring to watch . The world watches in dismay .",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1
Capitol Hill Riot,"True, there is no way to justify the violence on Capitol Hill. But Trump's achievements regarding Israel, but not only, are engraved in history. For this, Mr. President, the Jewish people will never cease to thank you.","True , there is no way to justify the violence on Capitol Hill . But Trump's achievements regarding Israel , but not only , are engraved in history . For this , Mr . President , the Jewish people will never cease to thank you .",0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,1,-1,2,-1,-1
Capitol Hill Riot,"Trump must be held accountable for the riots on Capitol Hill. Primarily by the Senate, secondarily by the courts. Thirdly, the administration of justice falls into private hands, such as banks and IT companies, or militia under the Constitution.","Trump must be held accountable for the riots on Capitol Hill . Primarily by the Senate , secondarily by the courts . Thirdly , the administration of justice falls into private hands , such as banks and IT companies , or militia under the Constitution .",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0
Capitol Hill Riot,Now that's scary- a move to vote on Capitol Hill to designate Trump supporters as domestic terrorists. If that ever happened it'd cause a civil war!,Now that's scary - a move to vote on Capitol Hill to designate Trump supporters as domestic terrorists . If that ever happened it'd cause a civil war !,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1
Capitol Hill Riot,Strikes me the Capitol Hill rioters acted as much with impunity as ignorance. They dressed for battle. They photographed and live-streamed themselves. They believed they would face no consequences - President Trump had their backs.,Strikes me the Capitol Hill rioters acted as much with impunity as ignorance . They dressed for battle . They photographed and live-streamed themselves . They believed they would face no consequences - President Trump had their backs .,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1
Capitol Hill Riot,"How could anyone in #LawEnforcement support Trump, who never mentioned the slain Capitol Hill policeman or ordered the White House flag to be flown at half mast?","How could anyone in #LawEnforcement support Trump , who never mentioned the slain Capitol Hill policeman or ordered the White House flag to be flown at half mast ?",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1
George Floyd,"""They'll kill me. They'll kill me.""

#GeorgeFloyd told police he couldn't breathe over 20x, according to newly released body camera transcripts of the last minutes of his life.

The transcripts have been released as part of an effort to get charges against one officer dismissed.",""" They'll kill me . They'll kill me . "" #GeorgeFloyd told police he couldn't breathe over 20x , according to newly released body camera transcripts of the last minutes of his life . The transcripts have been released as part of an effort to get charges against one officer dismissed .",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
George Floyd,"Minnesota withheld the full #GeorgeFloyd body cam footage for one reason and one reason only: they knew it would immediately dispel the race narrative and they wanted to assist the Democrats in dividing Americans in an election year. 

Absolutely appalling. 

BLACK LIES MATTER.",Minnesota withheld the full #GeorgeFloyd body cam footage for one reason and one reason only : they knew it would immediately dispel the race narrative and they wanted to assist the Democrats in dividing Americans in an election year . Absolutely appalling . BLACK LIES MATTER .,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,2,-1
George Floyd,"Spent the last 48 hours thinking about 
.

A proud African American from #mineapolis who changed the world with his genius.

What would he be sayin about #GeorgeFloyd right now, what music would he be making & how he would have viewed this revolutionary moment in US history","Spent the last 48 hours thinking about . A proud African American from #mineapolis who changed the world with his genius . What would he be sayin about #GeorgeFloyd right now , what music would he be making & how he would have viewed this revolutionary moment in US history",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
George Floyd,"Four U.S. security forces fired after graphic video shows a Trump-supporting officer executing #GeorgeFloyd, an African American, by kneeling over his neck. The FBI has been called in to investigate and the local mayor is demanding criminal charges.","Four U . S . security forces fired after graphic video shows a Trump-supporting officer executing #GeorgeFloyd , an African American , by kneeling over his neck . The FBI has been called in to investigate and the local mayor is demanding criminal charges .",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
George Floyd,".
 your Speech last night for the 
 was full with hypocrisy.This is the #BlackLivesMatterPlaza you created. You introduced #GeorgeFloyd family, but didnt tell the World that 
 murdered #MarqueeseAlston and #JeffreyPrice #DefundMPD",". your Speech last night for the was full with hypocrisy.This is the #BlackLivesMatterPlaza you created . You introduced #GeorgeFloyd family , but didnt tell the World that murdered #MarqueeseAlston and #JeffreyPrice #DefundMPD",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
George Floyd,"Supreme Court lawyers are calling for immediate resignation or removal of US Attorney General #BillBarr, who, according to multiple sources, orchestrated the violent removal of peaceful #GeorgeFloyd protesters from #LafayetteSquare.","Supreme Court lawyers are calling for immediate resignation or removal of US Attorney General #BillBarr , who , according to multiple sources , orchestrated the violent removal of peaceful #GeorgeFloyd protesters from #LafayetteSquare .",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
George Floyd,"NYPD arrested 2,000+ people in the first 2 weeks of protests against the police killing of #GeorgeFloyd, reports NY’s AG.

16% of Black protesters were hit w/ felony charges — compared to less than 4% of white protesters.

""Many New Yorkers have lost faith in law enforcement.""","NYPD arrested 2,000+ people in the first 2 weeks of protests against the police killing of #GeorgeFloyd , reports NY ’ s AG . 16 % of Black protesters were hit w / felony charges — compared to less than 4 % of white protesters . "" Many New Yorkers have lost faith in law enforcement . """,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,3
George Floyd,Thousands of people are out again tonight in front of the federal courthouse building & Justice Center for #protests. #PortlandProtest #PNW #PDX #Oregon #BLM #BlackLivesMatter #RoseCity #Portland #GeorgeFloyd,Thousands of people are out again tonight in front of the federal courthouse building & Justice Center for #protests . #PortlandProtest #PNW #PDX #Oregon #BLM #BlackLivesMatter #RoseCity #Portland #GeorgeFloyd,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
George Floyd,"Amidst election protests, Belarusians are decrying police brutality. Just as so many around the world have protested alongside us in response to the death of #GeorgeFloyd, we must show solidarity with their fight. #DefundThePolice
Via","Amidst election protests , Belarusians are decrying police brutality . Just as so many around the world have protested alongside us in response to the death of #GeorgeFloyd , we must show solidarity with their fight . #DefundThePolice Via",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
