topic,tweet,tokenized tweet,R1,R2,R3,R4,R5,R1-1-1,R2-1-2,R3-2-1,R4-2-2,R5-3-1,R6-3-2,R7-3-3,R8-4-1,R9-4-2,R10-5-1,R11-5-2,R12-5-3,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12
Capitol Hill Riot,capitol hill policeman who died from injuries causes by rioters and pro trump woman killed also former Air Force,capitol hill policeman who died from injuries causes by rioters and pro trump woman killed also former Air Force,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1
Capitol Hill Riot,This was the Trump Supporter at Capitol Hill screaming to burn it down. But he is also the founder of BLM Rioter - ON CNN so shut CNN down they promoted a domestic terrorist.,This was the Trump Supporter at Capitol Hill screaming to burn it down . But he is also the founder of BLM Rioter - ON CNN so shut CNN down they promoted a domestic terrorist .,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1
Capitol Hill Riot,"Didn’t twitter permanently suspend Donald Trump for instigating violence at the Capitol Hill?

How about the leaders of Indian opposition who instigated riots in the Indian capital, Delhi which have left many policemen critically injured?

Do brown lives not matter to twitter?","Didn ’ t twitter permanently suspend Donald Trump for instigating violence at the Capitol Hill ? How about the leaders of Indian opposition who instigated riots in the Indian capital , Delhi which have left many policemen critically injured ? Do brown lives not matter to twitter ?",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1
Capitol Hill Riot,A mysterious group once funded by conservative millionaire Robert Mercer promoted both the rally featuring Trump and the ensuing march on Capitol Hill that led to a deadly riot last week.,A mysterious group once funded by conservative millionaire Robert Mercer promoted both the rally featuring Trump and the ensuing march on Capitol Hill that led to a deadly riot last week .,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,-1,-1,-1,-1,2,-1,-1,-1,-1,1,-1,-1
Capitol Hill Riot,"PAC money isn't just used to win elections, but also for staging an insurrection if a favored candidate loses an election.
Call this one the Insurrection PAC

Shadowy PAC once funded by Trump ally Mercer promoted Capitol Hill march that led to riot","PAC money isn't just used to win elections , but also for staging an insurrection if a favored candidate loses an election . Call this one the Insurrection PAC Shadowy PAC once funded by Trump ally Mercer promoted Capitol Hill march that led to riot",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1
George Floyd,"We have to respond to the #CityOfCapeTown the same way our American brothers and sisters did for the death of #GeorgeFloyd 

#DAMustFall #BlackLivesMatter",We have to respond to the #CityOfCapeTown the same way our American brothers and sisters did for the death of #GeorgeFloyd #DAMustFall #BlackLivesMatter,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
George Floyd,"I CAN BE ARRESTED WITHOUT THE FEAR OF BEING MURDERED. #GeorgeFloyd
White privilege is real. Take a minute to consider a Black person’s experience today.
#BlackLivesMatter",I CAN BE ARRESTED WITHOUT THE FEAR OF BEING MURDERED . #GeorgeFloyd White privilege is real . Take a minute to consider a Black person ’ s experience today . #BlackLivesMatter,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2
George Floyd,"The Day the World Could NOT Look Away- Student Activism w/Natasha Adair
 
LIVE-FB/Twit/YT
Aug 23, 2020
6:30 PM EST
#ACoachForTheCoach #HMWSports #SportsCoaching #CoachingSports #StudentActivism #StudentSocialJustice #GeorgeFloyd","The Day the World Could NOT Look Away - Student Activism w / Natasha Adair LIVE-FB / Twit / YT Aug 23 , 2020 6:30 PM EST #ACoachForTheCoach #HMWSports #SportsCoaching #CoachingSports #StudentActivism #StudentSocialJustice #GeorgeFloyd",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
George Floyd,"The ex-officer who killed Michael Brown in Ferguson, MO will not be charged, a top prosecutor says.

A grand jury failed to indict Darren Wilson in 2014, but there have been renewed calls for charges after #GeorgeFloyd was killed.

Brown's body was left in the street for 4 hrs.","The ex-officer who killed Michael Brown in Ferguson , MO will not be charged , a top prosecutor says . A grand jury failed to indict Darren Wilson in 2014 , but there have been renewed calls for charges after #GeorgeFloyd was killed . Brown's body was left in the street for 4 hrs .",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1
George Floyd,#Portland. #OR. The local cops in Portland are getting desperate. Arresting people isn't having the desired chilling effect they were hoping for - Read more: #oregon #GeorgeFloyd #revolt #antireport,#Portland . #OR . The local cops in Portland are getting desperate . Arresting people isn't having the desired chilling effect they were hoping for - Read more : #oregon #GeorgeFloyd #revolt #antireport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
